jailID,charge,courtFile,bondOrFine,dispositionDate,dispositionOfCharge
8104L-008,MANUFACTURE/DELIVER HEROIN (<3G),16CF567,$.00,2016/05/25,WARRANT ADDITIONAL CHARGE
8104L-008,MANUFACTURE/DELIVER HEROIN (<3G),16CF567,$.00,2016/05/25,WARRANT ADDITIONAL CHARGE
8104L-008,MANUFACTURE/DELIVER HEROIN (<3G),16CF567,$.00,2016/05/25,WARRANT ADDITIONAL CHARGE
8104L-008,MANUFACTURE/DELIVER HEROIN (<3G),16CF567,$.00,2016/05/25,WARRANT ADDITIONAL CHARGE
8104L-008,MANUFACTURE/DELIVER HEROIN (<3G),16CF567,$.00,2016/05/25,WARRANT ADDITIONAL CHARGE
8104L-008,CRT STATUS ONLY-NOT A CHARGE,15CM1407,$.00,2016/10/27,*NOT A CHARGE*
7683L-013,REVOCATION ORD & WARR,15CF1189,$.00,,
3620N-000,TAKE AND DRIVE VEHICLE W/O CONSENT,17CF79,$750.00,,
3620N-000,POSS PARAPHERNALIA MANUE/PROD/STORE METH,,$.00,2017/01/25,COMBINED WITH CHARGE 1
8245M-003,REVOCATION ORD & WARR,15CM1509,$.00,,
8245M-003,POSSESSION OF THC,17CF60,$.00,2017/02/01,PER COURT ORDER
8245M-003,CAPIAS,,$.00,2017/01/18,CAPIAS VACATED
8245M-003,REVOCATION ORD & WARR,16CM44,$.00,,
8245M-003,REVOCATION ORD & WARR,16CM943,$.00,,
4116M-001,DISPLAY UNAUTH. VEH. REGISTRATION PLATE,17TR259,$238.30,,
4116M-001,OPERATING WHILE SUSPENDED,17TR258,$200.50,,
4116M-001,NON-REGISTRATION OF VEHICLE,17TR260,$175.30,,
4116M-001,OPERATE MOTOR VEH. W/O ADEQUATE MUFFLER,17TR261,$175.30,,
3287M-007,RETURN ON WRIT,16CM1309,$.00,,
9048G-004,RETAIL THEFT-ALTER PRICE,16CF529,$.00,,
2374B-022,RESISTING OR OBSTRUCTING AN OFFICER,16CM160,$.00,,
2374B-022,DISORDERLY CONDUCT,17CF137,$2000.00,,
9468K-004,BURGLARY-BUILDING OR DWELLING,14CF1432,$.00,,
9468K-004,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/04/05,*NOT A CHARGE*
66N-003,BAIL JUMPING-MISDEMEANOR,17CM499,$2000.00,,
66N-003,DISORDERLY CONDUCT,,$.00,2017/04/19,COMBINED WITH CHARGE 1
100274-023,P&P HOLD - FELONY,14CF568,$.00,,
474G-012,EXTENDED SUPERVISION SANCTION,14CF150,$.00,,
474G-012,OPERATING WHILE INTOXICATED,,$924.00,,
474G-012,OPERATE W/O VALID LICENSE,,$124.00,,
474G-012,DEVIATION FROM DESIGNATED LANE,,$98.80,,
6087K-010,P&P HOLD - MISD,16CM332,$.00,,
6087K-010,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
6087K-010,WARRANT OTHER AGENCY,,$136.00,,
4424N-000,BAIL JUMPING-MISDEMEANOR,17CM435,$750.00,,
4424N-000,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/04/10,COMBINED WITH CHARGE 1
4424N-000,POSSESSION OF THC,,$.00,2017/04/10,COMBINED WITH CHARGE 1
4424N-000,WARRANT OTHER AGENCY,16CM158,$.00,,
4424N-000,OPERATING WHILE SUSPENDED,17TR4562,$.00,2017/04/10,PER COURT ORDER
4424N-000,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR4563,$.00,2017/04/10,PER COURT ORDER
2685N-002,TAKE AND DRIVE VEHICLE W/O CONSENT,16CF1186,$25000.00,,
2685N-002,THEFT - VALUE >$2 500-$5 000,,$.00,2016/10/24,COMBINED WITH CHARGE 1
2685N-002,BAIL JUMPING-MISDEMEANOR,,$.00,2016/10/24,COMBINED WITH CHARGE 1
2685N-002,VEHICLE OPERATOR FLEE/ELUDE OFFICER,,$.00,2016/10/24,COMBINED WITH CHARGE 1
2685N-002,HIT AND RUN,,$.00,2016/10/24,COMBINED WITH CHARGE 1
2685N-002,BAIL JUMPING-MISDEMEANOR,,$.00,2016/10/24,COMBINED WITH CHARGE 1
2685N-002,VEHICLE OPERATOR FLEE/ELUDE OFFICER,,$.00,2016/10/24,COMBINED WITH CHARGE 1
20551-005,MANUFACTURE/DELIVER SCHEDULE IV DRUGS,13CF692,$.00,,
20551-005,MANUE/DELIVER THC (<=200 GRAMS),13CF692,$.00,2017/04/13,WARRANT ADDITIONAL CHARGE
20551-005,MANUF/DELIVER THC (<=200 GRAMS),13CF692,$.00,2017/04/13,WARRANT ADDITIONAL CHARGE
20551-005,MANUF/DELIVER THC (<=200 GRAMS),13CF692,$.00,2017/04/13,WARRANT ADDITIONAL CHARGE
20551-005,RESISTING OR OBSTRUCTING AN OFFICER,13CF692,$.00,2017/04/13,WARRANT ADDITIONAL CHARGE
20551-005,CAUSE INJURY/OPERATE-CONTROL SUBSTANCE,12CM1390,$.00,,
20551-005,POSSESS W/INTENT-SCHEDULE IV DRUGS,14CF1067,$.00,,
2139M-004,P&P HOLD-FELONY,14CF265,$.00,2017/01/20,P.O.HOLD CANCELLED
2139M-004,RETAIL THEFT-INTENTIONALLY TAKE,16CM1366,$.00,,
2139M-004,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2016/10/13,COMBINED WITH CHARGE 2
2139M-004,RETAIL THEFT-INTENTIONALLY TAKE,16CM1365,$.00,2017/01/24,DISMISSED
2139M-004,RETAIL THEFT-INTENTIONALLY TAKE,,$.00,2016/10/13,COMBINED WITH CHARGE 4
18951-000,OPERATING WHILE SUSPENDED,,$100.00,2004/06/16,FINE AND COST POSTED
18951-000,EXCEEDING SPEED ZONES/POSTED LIMITS,,$75.20,2004/06/16,FINE AND COST POSTED
18951-000,OBSTRUCT/RESIST POLICE OR FIREMAN,,$.00,2004/06/16,SIGNATURE BOND
3515L-006,P&P HOLD - MISD,16CM1487,$.00,,
6414J-002,MANUF/DELIVER COCAINE (<=1G),16CF1344,$50000.00,,
6414J-002,MANUF/DELIVER COCAINE (<=1G),,$.00,2016/12/07,COMBINED WITH CHARGE 1
6414J-002,MANUF/DELIVER COCAINE (<=1G),,$.00,2016/12/07,COMBINED WITH CHARGE 1
6414J-002,MANUF/DELIVER COCAINE (<=1G),,$.00,2016/12/07,COMBINED WITH CHARGE 1
6414J-002,POSSESS W/INTENT-COCAINE (>5-15G),,$.00,2016/12/07,COMBINED WITH CHARGE 1
6414J-002,MANUFACTURE/DELIVER HEROIN (<3G),,$.00,2016/12/07,COMBINED WITH CHARGE 1
8840M-004,CHILD ENTICEMENT-SEXUAL CONTACT,15CF1234,$500000.00,,
8840M-004,1ST DEG SEX ASLT CHILD<16-USE/THRT FORCE,15CF1234,$.00,2017/04/20,WARRANT ADDITIONAL CHARGE
8840M-004,BAIL JUMPING-FELONY,15CF1234,$.00,2017/04/20,WARRANT ADDITIONAL CHARGE
8840M-004,RESISTING OR OBSTRUCTING AN OFFICER,15CF1234,$.00,2017/04/20,WARRANT ADDITIONAL CHARGE
8840M-004,BAIL JUMPING-FELONY,15CF1234,$.00,2017/04/20,WARRANT ADDITIONAL CHARGE
8840M-004,RESISTING OR OBSTRUCTING AN OFFICER,15CF1234,$.00,2017/04/20,WARRANT ADDITIONAL CHARGE
8840M-004,BAIL JUMPING-FELONY,15CF1234,$.00,2017/04/20,WARRANT ADDITIONAL CHARGE
2707H-003,1ST-DEGREE INTENTIONAL HOMICIDE,02CF314,$1200000.00,,
2873N-000,CHILD SEXPLOITATION-PRODUCE PERFORM ETC.,16CF1191,$.00,,
2873N-000,POSSESSION OF CHILD PORNOGRAPHY,16CF1191,$.00,2016/10/25,WARRANT ADDITIONAL CHARGE
2873N-000,CHILD SEXPLOITATION-PRODUCE PERFORM ETC.,16CF1191,$.00,2016/10/25,WARRANT ADDITIONAL CHARGE
2873N-000,POSSESSION OF CHILD PORNOGRAPHY,16CF1191,$.00,2016/10/25,WARRANT ADDITIONAL CHARGE
2873N-000,CHILD SEXPLOITATION-PRODUCE PERFORM ETC.,16CF1191,$.00,2016/10/25,WARRANT ADDITIONAL CHARGE
2873N-000,POSSESSION OF CHILD PORNOGRAPHY,16CF1191,$.00,2016/10/25,WARRANT ADDITIONAL CHARGE
2873N-000,CHILD SEXPLOITATION-PRODUCE PERFORM ETC.,16CF1191,$.00,2016/10/25,WARRANT ADDITIONAL CHARGE
6506K-015,P&P HOLD - FELONY,12CF334,$.00,,
3038G-021,REPEATED SEX ASLT SAME CHILD => 3 VIOL,16CF244,$15000.00,,
3038G-021,1ST DEG SEX CONTACT CHILD UNDER 13,16CF654,$.00,,
2874N-001,WARRANT OTHER AGENCY,,$.00,,
2874N-001,1ST-DEGREE INTENTIONAL HOMICIDE,16CF1219,$250000.00,,
2874N-001,POSSESS FIREARM BY FELON,16CF1219,$.00,2016/10/31,COMBINED WITH CHARGE 2
79521-014,P&P HOLD - FELONY,10CF451,$.00,,
79521-014,1ST-DEGREE INTENTIONAL HOMICIDE,16CF865,$250000.00,,
79521-014,DISCHARGE FIREARM FROM VEHICLE,,$.00,2016/08/02,NO ISSUE
158K-016,DISORDERLY CONDUCT,17CF425,$15000.00,,
158K-016,CRIMINAL TRESPASS TO DWELLING,,$.00,2017/04/26,COMBINED WITH CHARGE 1
158K-016,CRIMINAL DAMAGE TO PROPERTY,,$.00,2017/04/26,COMBINED WITH CHARGE 1
158K-016,DISORDERLY CONDUCT,,$.00,2017/04/26,COMBINED WITH CHARGE 1
158K-016,CRIMINAL TRESPASS TO DWELLING,,$.00,2017/04/26,COMBINED WITH CHARGE 1
158K-016,BAIL JUMPING-MISDEMEANOR,,$.00,2017/04/26,COMBINED WITH CHARGE 1
6858L-004,P&P HOLD - FELONY,16CF264,$.00,2017/04/26,P.O.HOLD CANCELLED
6858L-004,PETTY THEFT,17CM168,$.00,2017/04/13,PLACED ON PROBATION
6858L-004,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/02/07,COMBINED WITH CHARGE 2
6858L-004,FORGERY-UTTERING,16CF264,$.00,,
9554M-002,EXTENDED SUPERVISION SANCTION,15CF1028,$.00,,
2703N-000,MANUE/DELIVER COCAINE (>40G),16CF1128,$175000.00,,
9764M-001,FORGERY-UTTERING,16CF35,$.00,,
9764M-001,WARRANT OTHER AGENCY,15CF40,$.00,2016/12/13,TIME SERVED
9764M-001,WARRANT OTHER AGENCY,14FA866,$10000.00,,
9764M-001,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/02/03,*NOT A CHARGE*
8348D-000,OPERATING WHILE INTOXICATED,,$.00,2003/04/27,TO RESPONSIBLE ADULT
8348D-000,OPERATING WHILE SUSPENDED,,$.00,2003/04/27,NO POST/RELEASED W/COURT
9747C-009,OPERATING WHILE INTOXICATED,17CF223,$2000.00,,
9747C-009,OPERATING WHILE REVOKED,,$.00,2017/03/06,COMBINED WITH CHARGE 1
9747C-009,POSSESS OPEN INTOXICANTS IN MV,,$.00,2017/03/03,NO POST/RELEASED W/COURT
9747C-009,OPERATE M/V WITHOUT LIABILITY INSURANCE,,$.00,2017/03/03,NO POST/RELEASED W/COURT
3229G-032,BAIL JUMPING-FELONY,17CF331,$10000.00,,
3229G-032,BATTERY,,$.00,2017/04/03,COMBINED WITH CHARGE 1
3229G-032,DISORDERLY CONDUCT,,$.00,2017/04/03,COMBINED WITH CHARGE 1
1310N-002,BAIL JUMPING-FELONY,17CF64,$.00,2017/04/24,SIGNATURE BOND
1310N-002,POSSESSION OF THC,16CF516,$.00,,
1310N-002,OPERATE W/O VALID LICENSE,,$124.00,,
1310N-002,WARRANT OTHER AGENCY,,$136.00,,
820H-002,P&P HOLD - MISD,01CF698,$.00,,
820H-002,WARRANT OTHER AGENCY,,$.00,,
4445G-012,ARMED ROBBERY WITH THREAT OF FORCE,16CF1181,$50000.00,,
4445G-012,CRIMINAL DAMAGE TO PROPERTY,16CM1419,$2500.00,,
4445G-012,ENTRY INTO LOCKED VEHICLE,,$.00,2016/10/26,COMBINED WITH CHARGE 2
4445G-012,THEET-MOVABLE PROPERTY,,$.00,2016/10/26,COMBINED WITH CHARGE 2
4445G-012,CRIMINAL DAMAGE TO PROPERTY,,$.00,2016/10/26,COMBINED WITH CHARGE 2
4445G-012,ENTRY INTO LOCKED VEHICLE,,$.00,2016/10/26,COMBINED WITH CHARGE 2
4445G-012,THEFT-MOVABLE PROPERTY,,$.00,2016/10/26,COMBINED WITH CHARGE 2
8128M-002,P&P HOLD - MISD,16CF1037,$.00,,
8128M-002,POSSESS DRUG PARAPHERNALIA,17CM366,$.00,2017/03/24,SIGNATURE BOND
8128M-002,OPERATING WHILE INTOXICATED,17CM366,$.00,2017/03/24,COMBINED WITH CHARGE 2
8128M-002,UNREASONABLE AND IMPRUDENT SPEED,17TR3723,$.00,2017/03/21,NO POST/RELEASED W/COURT
8128M-002,OPERATE W/O VALID LICENSE,17TR3719,$.00,2017/03/21,NO POST/RELEASED W/COURT
8128M-002,OPERATE M/V WITHOUT LIABILITY INSURANCE,17TR3721,$.00,2017/03/21,NO POST/RELEASED W/COURT
6996L-002,2ND-DEGREE RECKLESSLY ENDANGERING SAFETY,17CF68,$7500.00,,
6996L-002,RESISTING OR OBSTRUCTING AN OFFICER,,$.00,2017/01/20,COMBINED WITH CHARGE 1
6996L-002,DISORDERLY CONDUCT,,$.00,2017/01/20,COMBINED WITH CHARGE 1
6996L-002,DISORDERLY CONDUCT,,$.00,2017/01/20,COMBINED WITH CHARGE 1
6996L-002,BATTERY,,$.00,2017/01/20,COMBINED WITH CHARGE 1
6996L-002,DISORDERLY CONDUCT,,$.00,2017/01/20,NO ISSUE
6996L-002,CRT STATUS ONLY-NOT A CHARGE,17CV81,$.00,2017/01/30,*NOT A CHARGE*
7030L-007,P&P HOLD - FELONY,12CF581,$.00,,
7030L-007,STRANGULATION AND SUFFOCATION,,$.00,,
7030L-007,BATTERY,,$500.00,,
7030L-007,DISORDERLY CONDUCT,,$300.00,,
2888N-000,HARBORING/AIDING A FELON,,$.00,2016/10/28,NO ISSUE
2888N-000,1ST-DEGREE INTENTIONAL HOMICIDE,16CF1215,$250000.00,,
2888N-000,CRT STATUS ONLY-NOT A CHARGE,16SC3395,$.00,2016/11/10,*NOT A CHARGE*
3937N-000,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
3937H-006,OPERATING WHILE INTOXICATED,16CT548,$.00,,
3438G-004,CRIMINAL DAMAGE TO PROPERTY,16CF934,$.00,,
9.128E-19,POSSESSION OF NARCOTIC DRUGS,16CF826,$.00,,
9.128E-19,CRT STATUS ONLY-NOT A CHARGE,17CF222,$.00,2017/04/27,*NOT A CHARGE*
7887D-030,P&P HOLD - FELONY,94CF61,$.00,,
7887D-030,ROBBERY OF FINANCIAL INSTUTION,17CF241,$30000.00,,
7887D-030,THEFT-MOVABLE PROPERTY,,$.00,2017/03/10,COMBINED WITH CHARGE 2
7887D-030,POSSESSION OF COCAINE/COCA,,$.00,2017/03/10,COMBINED WITH CHARGE 2
1167N-002,P&P HOLD - MISD,16CM503,$.00,,
5682M-000,FEDERAL AGENCY HOLD,,$.00,,
6048G-004,FEDERAL AGENCY HOLD,15CR78,$.00,,
6048G-004,RETURN ON WRIT,,$.00,,
7479K-005,DISORDERLY CONDUCT,16CM95,$.00,,
7479K-005,STRANGULATION AND SUFFOCATION,16CF1268,$.00,2017/04/07,PLACED ON PROBATION
7479K-005,BATTERY,,$.00,2016/11/14,COMBINED WITH CHARGE 2
7479K-005,DISORDERLY CONDUCT,,$.00,2016/11/14,COMBINED WITH CHARGE 2
6048L-003,P&P HOLD - FELONY,12CF530,$.00,2017/03/31,P.O.HOLD CANCELLED
6048L-003,CRT STATUS ONLY-NOT A CHARGE,,$.00,2017/02/01,*NOT A CHARGE*
6048L-003,CRIMINAL DAMAGE TO PROPERTY,15CF715,$.00,,
7707D-042,ROBBERY WITH USE OF FORCE,17CF103,$10000.00,,
7707D-042,BURGLARY-BUILDING OR DWELLING,,$.00,2017/02/02,COMBINED WITH CHARGE 1
7707D-042,INTIMIDATE VICTIM/DISSUADE REPORTING,,$.00,2017/02/02,NO ISSUE
7707D-042,RETAIL THEET-INTENTIONALLY TAKE,17CM89,$.00,,
4984K-004,POSSESS W/INTENT-COCAINE (>40G),16CF579,$.00,,
4984K-004,MANUF/DELIVER THC (>200-1000 GRAMS),,$.00,2016/05/20,COMBINED WITH CHARGE 1
4984K-004,POSSESSION OF NARCOTIC DRUGS,,$.00,2016/05/20,COMBINED WITH CHARGE 1
4984K-004,MAINTAIN DRUG TRAFFICKING PLACE,,$.00,2016/05/20,COMBINED WITH CHARGE 1
2358M-010,REVOCATION ORD & WARR,15CF882,$.00,,
2358M-010,CHILD ABUSE-INTENTIONALLY CAUSE HARM,16CF1286,$.00,,
2358M-010,DISORDERLY CONDUCT,,$.00,2016/11/18,COMBINED WITH CHARGE 2
2358M-010,REVOCATION ORD & WARR,15CM1112,$.00,,
4742M-003,RETURN ON WRIT,15CT776,$.00,,
4573N-000,FEDERAL AGENCY HOLD,,$.00,,
811M-004,P&P HOLD - FELONY,16CF724,$.00,2017/02/24,P.O.HOLD CANCELLED
811M-004,POSSESSION OF NARCOTIC DRUGS,16CF724,$.00,,
4501H-007,STALKING,17CF350,$5000.00,,
4501H-007,VIOLATE/HARASSMENT RESTRAINING ORDER,,$.00,2017/04/07,COMBINED WITH CHARGE 1
4501H-007,BAIL JUMPING-MISDEMEANOR,,$.00,2017/04/07,COMBINED WITH CHARGE 1
4501H-007,CRT STATUS ONLY-NOT A CHARGE,17CT75,$.00,2017/04/24,*NOT A CHARGE*
4501H-007,CRT STATUS ONLY-NOT A CHARGE,17CM216,$.00,2017/04/24,*NOT A CHARGE*
3712N-002,RETURN ON WRIT,,$.00,,
3147D-039,P&P HOLD - MISD,16CF709,$.00,,
8838K-003,P&P HOLD - FELONY,10CF195,$.00,,
8838K-003,RETAIL THEFT-INTENTIONALLY TAKE,17CF245,$750.00,,
8838K-003,RETAIL THEFT-INTENTIONALLY TAKE,17CF245,$.00,2017/03/31,COMBINED WITH CHARGE 2
9655M-001,1ST-DEGREE INTENTIONAL HOMICIDE,15CF1074,$500000.00,,
1813N-001,BURGLARY-BUILDING OR DWELLING,16CF831,$2500.00,,
1813N-001,THEET-MOVABLE PROPERTY,,$.00,2016/07/25,NO ISSUE
1813N-001,DISORDERLY CONDUCT,16CM966,$.00,2016/11/28,PLACED ON PROBATION
1813N-001,CARRY CONCEALED WEAPON,,$.00,2016/07/25,COMBINED WITH CHARGE 3
4597N-000,OPERATING WHILE INTOXICATED,17CF447,$5000.00,,
4597N-000,OPERATING WHILE REVOKED,,$.00,2017/04/30,COMBINED WITH CHARGE 1
4597N-000,IGNITION INTERLOCK DEVICE TAMPERING,,$.00,2017/04/30,COMBINED WITH CHARGE 1
2090H-017,P&P HOLD - FELONY,16CF13,$.00,,
2090H-017,1ST RECKLESS HOMICIDE/DELIVER DRUGS,17CF299,$50000.00,,
28851-000,OPERATING WHILE INTOXICATED,,$.00,2004/09/18,AFTER 12-HOUR HOLD
28851-000,KEEP OPEN INTOXICANTS IN MV,,$.00,2004/09/18,NO POST/RELEASED W/COURT
28851-000,OPERATING WHILE SUSPENDED,,$.00,2004/09/18,NO POST/RELEASED W/COURT
28851-000,OPERATING LEFT OF CENTER LINE,,$.00,2004/09/18,NO POST/RELEASED W/COURT
28851-000,ALCOHOL BEVERAGES,,$.00,2004/09/18,NO POST/RELEASED W/COURT
28851-000,OPERATING WHILE SUSPENDED,,$102.00,2004/09/19,FINE AND COST POSTED
28851-000,EXCEEDING SPEED ZONES/POSTED LIMITS,,$126.80,2004/09/19,FINE AND COST POSTED
4992H-016,BATTERY,15CF548,$.00,,
4992H-016,BATTERY,16CM1374,$3000.00,,
4992H-016,DISORDERLY CONDUCT,,$.00,2017/03/10,COMBINED WITH CHARGE 2
4992H-016,BAIL JUMPING-MISDEMEANOR,16CM1374,$.00,2017/03/10,COMBINED WITH CHARGE 2
4992H-016,CRT STATUS ONLY-NOT A CHARGE,17CM15,$.00,2017/03/27,*NOT A CHARGE*
8113K-010,1ST RECKLESS HOMICIDE/DELIVER DRUGS,17CF42,$50000.00,,
8113K-010,THEFT,,$.00,2017/01/12,*NOT A CHARGE*
8113K-010,VIOLATE STATE/COUNTY INSTITUTION LAWS,17CM217,$.00,2017/02/21,SIGNATURE BOND
8113K-010,CRIMINAL DAMAGE TO PROPERTY,,$.00,2017/02/21,COMBINED WITH CHARGE 3
4506K-002,ROBBERY WITH USE OF FORCE,17CF316,$7500.00,,
4506K-002,SUBSTANTIAL BATTERY-INTEND BODILY HARM,,$.00,2017/03/30,NO ISSUE
4506K-002,CRIMINAL DAMAGE TO PROPERTY,,$.00,2017/03/30,COMBINED WITH CHARGE 1
4506K-002,DISORDERLY CONDUCT,,$.00,2017/03/30,NO ISSUE
4506K-002,CRT STATUS ONLY-NOT A CHARGE,16FA243,$.00,2017/04/12,*NOT A CHARGE*
4506K-002,CRT STATUS ONLY-NOT A CHARGE,17SC1106,$.00,2017/04/28,*NOT A CHARGE*
4506K-002,CRT STATUS ONLY-NOT A CHARGE,17SC1106,$.00,2017/04/28,*NOT A CHARGE*
4319N-000,ROBBERY WITH USE OF FORCE,17CF317,$7500.00,,
4319N-000,SUBSTANTIAL BATTERY-INTEND BODILY HARM,,$.00,2017/03/30,NO ISSUE
4319N-000,CRIMINAL DAMAGE TO PROPERTY,,$.00,2017/03/30,COMBINED WITH CHARGE 1
4319N-000,DISORDERLY CONDUCT,,$.00,2017/03/30,NO ISSUE
6149L-001,OPERATING WHILE INTOXICATED,17CT79,$.00,,
3623N-000,TAKE AND DRIVE VEHICLE W/O CONSENT,17CF80,$750.00,,
3623N-000,POSS PARAPHERNALIA MANUF/PROD/STORE METH,,$.00,2017/01/25,COMBINED WITH CHARGE 1
3623N-000,WARRANT OTHER AGENCY,,$285.00,,
2537H-037,REVOCATION ORD & WARR,15CF1176,$.00,,
2537H-037,REVOCATION ORD & WARR,16CF401,$.00,,
7070L-003,CONTEMPT OF COURT - DISOBEY ORDER,12FA393,$.00,,
3489N-000,MANUFACTURE/DELIVER HEROIN (<3G),16CF564,$20000.00,,
3489N-000,MANUFACTURE/DELIVER HEROIN (<3G),16CF564,$.00,2017/01/09,WARRANT ADDITIONAL CHARGE
3489N-000,MANUFACTURE/DELIVER HEROIN (<3G),16CF564,$.00,2017/01/09,WARRANT ADDITIONAL CHARGE
3489N-000,MANUFACTURE/DELIVER HEROIN (<3G),16CF564,$.00,2017/01/09,WARRANT ADDITIONAL CHARGE
3489N-000,MANUFACTURE/DELIVER HEROIN (<3G),16CF564,$.00,2017/01/09,WARRANT ADDITIONAL CHARGE
3489N-000,MANUFACTURE/DELIVER HEROIN (<3G),16CF564,$.00,2017/01/09,WARRANT ADDITIONAL CHARGE
674N-002,ARMED ROBBERY WITH THREAT OF FORCE,16CF913,$50000.00,,
674N-002,ARMED ROBBERY WITH THREAT OF FORCE,,$.00,2016/08/16,COMBINED WITH CHARGE 1
9546L-008,SEX OFFENDER-FAIL/PROVIDE INFORMATION,16CF428,$20000.00,,
4.664E-23,CONTEMPT OF COURT - DISOBEY ORDER,,$.00,,
4.664E-23,OPERATING WHILE INTOXICATED,,$.00,2017/04/22,AFTER 12-HOUR HOLD
4.664E-23,OPERATE UNREGISTERED VEHICLE,,$.00,2017/04/22,NO POST/RELEASED W/COURT
4.664E-23,OPERATING WHILE SUSPENDED,,$.00,2017/04/22,NO POST/RELEASED W/COURT
4.664E-23,OPERATING M/V WITHOUT PROOF OF INSURANCE,,$.00,2017/04/22,NO POST/RELEASED W/COURT
92181-007,P&P HOLD - FELONY,16CF207,$.00,,
2839H-012,EXTENDED SUPERVISION SANCTION,12CF117,$.00,,
7495G-014,AGGRAVATED BATTERY-PHYSICALLY DISABLED,15CF1,$.00,,
7495G-014,BATTERY,16CM1090,$.00,2016/11/15,PLACED ON PROBATION
7495G-014,DISORDERLY CONDUCT,16CM1090,$.00,2016/09/08,WARRANT ADDITIONAL CHARGE
7495G-014,CRT STATUS ONLY-NOT A CHARGE,,$.00,2016/09/19,*NOT A CHARGE*
7495G-014,BATTERY BY PRISONERS,,$.00,2017/04/18,PROSECUTION DENIED
7495G-014,VIOLATE STATE/COUNTY INSTITUTION LAWS,,$.00,2017/04/18,PROSECUTION DENIED
7495G-014,DISORDERLY CONDUCT,,$.00,2017/04/18,PROSECUTION DENIED
7272H-007,P&P HOLD - FELONY,12CF712,$.00,,
2893N-000,MISAPPROPRIATE ID INFO - OBTAIN MONEY,16CF1235,$10000.00,,
2893N-000,MISAPPROPRIATE ID INFO - OBTAIN MONEY,,$.00,2016/10/28,COMBINED WITH CHARGE 1
2893N-000,CREDIT CARD-FRAUDULENT USE,,$.00,2016/10/28,COMBINED WITH CHARGE 1
2893N-000,CREDIT CARD-FRAUDULENT USE,,$.00,2016/10/28,COMBINED WITH CHARGE 1
2893N-000,POSSESSION OF COCAINE/COCA,,$.00,2016/10/28,COMBINED WITH CHARGE 1
2893N-000,THEET-MOVABLE PROPERTY,,$.00,2016/10/28,COMBINED WITH CHARGE 1
2893N-000,THEET-MOVABLE PROPERTY,,$.00,2016/10/28,COMBINED WITH CHARGE 1
1153D-024,OPERATING WHILE INTOXICATED,17CF101,$10000.00,,
1153D-024,BAIL JUMPING-MISDEMEANOR,,$.00,2017/02/02,COMBINED WITH CHARGE 1
1153D-024,DISORDERLY CONDUCT,16FO1852,$.00,2017/02/06,TIME SERVED
1153D-024,OPERATING WHILE REVOKED,,$.00,2017/02/01,NO POST/RELEASED W/COURT
4438F-030,P&P HOLD - FELONY,13CF24,$.00,,
43581-007,P&P HOLD - MISD,15CF76,$.00,,
43581-007,MANUF/DELIVER COCAINE (<=1G),,$.00,,
43581-007,MANUF/DELIVER COCAINE (<=1G),,$.00,,
43581-007,MANUF/DELIVER COCAINE (<=1G),,$.00,,
43581-007,MANUF/DELIVER COCAINE (<=1G),,$.00,,
43581-007,MANUF/DELIVER COCAINE (<=1G),,$.00,,
43581-007,MANUF/DELIVER COCAINE (<=1G),,$.00,,
7767L-012,OPERATING WHILE INTOXICATED,17CM445,$2500.00,,
7767L-012,OPERATING WHILE INTOXICATED-BAC .1%+,17CM445,$.00,2017/05/01,WARRANT ADDITIONAL CHARGE
7767L-012,BAIL JUMPING-MISDEMEANOR,17CM445,$.00,2017/05/01,WARRANT ADDITIONAL CHARGE
7767L-012,OPERATING WHILE INTOXICATED,17CM446,$2500.00,,
7767L-012,BAIL JUMPING-MISDEMEANOR,17CM446,$.00,2017/05/01,WARRANT ADDITIONAL CHARGE
2581D-035,P&P HOLD - FELONY,11CF358,$.00,,
5097C-029,BATTERY,13CM1565,$.00,,
5097C-029,CONTEMPT OF COURT - DISOBEY ORDER,05FA499,$.00,2017/02/01,SENTENCE STAYED
5097C-029,DISORDERLY CONDUCT,14CM383,$.00,,
9911G-027,P&P HOLD - FELONY,14CF212,$.00,,
2521K-009,REVOCATION ORD & WARR,13CF1351,$.00,,
2521K-009,POSSESS FIREARM BY FELON,17CF185,$7500.00,,
2521K-009,DRIVE OR OPERATE VEHICLE W/O CONSENT,,$.00,2017/02/22,COMBINED WITH CHARGE 2
2521K-009,DISORDERLY CONDUCT,,$.00,2017/02/22,COMBINED WITH CHARGE 2
2521K-009,REVOCATION ORD & WARR,14CF1318,$.00,,
4645K-004,P&P HOLD - FELONY,14CF915,$.00,,
4645K-004,ENDANGER SAFETY/USE/DANGEROUS WEAPON,17CF360,$10000.00,,
4645K-004,BATTERY,,$.00,2017/04/10,COMBINED WITH CHARGE 2
4645K-004,DISORDERLY CONDUCT,,$.00,2017/04/10,COMBINED WITH CHARGE 2
